CtgID	LG	Start	End	Size
seqctg_1261	LG4	58052759	59000092	947334
seqctg_1262	LG1	108556418	108594192	37775
seqctg_1263	LG2	86342284	86804961	462678
seqctg_1264	LG8	20656850	20866813	209964
seqctg_1265	LG5	47207474	47604897	397424
seqctg_1266	LG1	108603856	109531445	927590
seqctg_1267	LG0	165890725	166283929	393205
seqctg_1268	LG1	109541082	109928638	387557
seqctg_1269	LG5	47607330	47854558	247229
seqctg_1270	LG2	86808180	87111437	303258
seqctg_1271	LG5	47857435	48143855	286421
seqctg_1272	LG2	87121017	87702102	581086
seqctg_1273	LG1	109931390	110686836	755447
seqctg_1274	LG5	48147145	48892425	745281
seqctg_1275	LG2	87711677	87927120	215444
seqctg_1276	LG4	59009109	59834361	825253
seqctg_1277	LG7	33976021	34119161	143141
seqctg_1278	LG9	12285587	13218776	933190
seqctg_1279	LG5	48900864	49062880	162017
seqctg_1280	LG4	59839434	60473864	634431
seqctg_1281	LG3	71190965	72146382	955418
seqctg_1282	LG0	166292088	166438115	146028
seqctg_1283	LG2	87934971	88110372	175402
seqctg_1284	LG0	166438485	167399139	960655
seqctg_1285	LG9	13222183	13379343	157161
seqctg_1286	LG2	88111829	89044675	932847
seqctg_1287	LG0	167403255	167739046	335792
seqctg_1288	LG1	110695321	110996658	301338
seqctg_1289	LG8	20874806	21789479	914674
seqctg_1290	LG1	110998178	111892829	894652
seqctg_1291	LG0	167748267	168349246	600980
seqctg_1292	LG4	60476342	60610885	134544
seqctg_1293	LG8	21794682	22620471	825790
seqctg_1294	LG2	89050039	89350732	300694
seqctg_1295	LG1	111898213	112345536	447324
seqctg_1296	LG6	32834031	33735383	901353
seqctg_1297	LG3	72147098	72342907	195810
seqctg_1298	LG6	33739537	34650024	910488
seqctg_1299	LG1	112348286	112388206	39921
seqctg_1300	LG0	168355693	169212439	856747
seqctg_1301	LG0	169215753	169534465	318713
seqctg_1302	LG0	169543972	170102886	558915
seqctg_1303	LG3	72345851	72501303	155453
seqctg_1304	LG2	89353029	89365830	12802
seqctg_1305	LG3	72510062	72950866	440805
seqctg_1306	LG2	89371164	89987523	616360
seqctg_1307	LG5	49067499	49663191	595693
seqctg_1308	LG0	170108101	170254634	146534
seqctg_1309	LG6	34658339	34806531	148193
seqctg_1310	LG6	34806721	35104322	297602
seqctg_1311	LG1	112394285	112441203	46919
seqctg_1312	LG2	89995628	90452531	456904
seqctg_1313	LG3	72955925	73287427	331503
seqctg_1314	LG0	170256543	171220333	963791
seqctg_1315	LG4	60611349	61206382	595034
seqctg_1316	LG1	112442015	113196402	754388
seqctg_1317	LG0	171223879	171504118	280240
seqctg_1318	LG4	61210378	62113528	903151
seqctg_1319	LG3	73290640	73358198	67559
seqctg_1320	LG2	90453294	90929044	475751
seqctg_1321	LG0	171510655	172447603	936949
seqctg_1322	LG0	172452922	173160629	707708
seqctg_1323	LG7	34128556	34533669	405114
seqctg_1324	LG9	13380337	13782566	402230
seqctg_1325	LG1	113199583	114157197	957615
seqctg_1326	LG3	73366229	73831549	465321
seqctg_1327	LG0	173165332	174123568	958237
seqctg_1328	LG2	90935434	91312865	377432
seqctg_1329	LG7	34539578	35431068	891491
seqctg_1330	LG6	35104428	35854714	750287
seqctg_1331	LG5	49672238	49890150	217913
seqctg_1332	LG3	73832709	74745475	912767
seqctg_1333	LG2	91319753	91805695	485943
seqctg_1334	LG0	174124841	174378513	253673
seqctg_1335	LG3	74751994	74874216	122223
seqctg_1336	LG2	91807575	92045190	237616
seqctg_1337	LG5	49893557	50735097	841541
seqctg_1338	LG1	114166223	114926702	760480
seqctg_1339	LG0	174386813	175266261	879449
seqctg_1340	LG2	92054259	92431751	377493
seqctg_1341	LG0	175269135	175423650	154516
seqctg_1342	LG2	92438214	93317340	879127
seqctg_1343	LG8	22627821	23097084	469264
seqctg_1344	LG0	175428432	175862343	433912
seqctg_1345	LG0	175863008	176633235	770228
seqctg_1346	LG2	93325350	93757369	432020
seqctg_1347	LG1	114928511	115555808	627298
seqctg_1348	LG0	176639571	176751404	111834
seqctg_1349	LG3	74874578	75359336	484759
seqctg_1350	LG0	176759088	176912311	153224
seqctg_1351	LG0	176922252	177782849	860598
seqctg_1352	LG0	177791271	177873099	81829
seqctg_1353	LG5	50743245	51614013	870769
seqctg_1354	LG5	51621942	51799305	177364
seqctg_1355	LG1	115560490	115923105	362616
seqctg_1356	LG1	115929254	116903438	974185
seqctg_1357	LG0	177882108	178505496	623389
seqctg_1358	LG0	178513508	178808156	294649
seqctg_1359	LG2	93762975	94259481	496507
seqctg_1360	LG7	35435622	35473467	37846
seqctg_1361	LG3	75365053	76121358	756306
seqctg_1362	LG0	178809006	179332134	523129
seqctg_1363	LG0	179333729	179336792	3064
seqctg_1364	LG5	51802391	52327513	525123
seqctg_1365	LG1	116910089	117540946	630858
seqctg_1366	LG2	94262530	94337841	75312
seqctg_1367	LG0	179343888	179346123	2236
seqctg_1368	LG1	117547686	117836380	288695
seqctg_1369	LG5	52333511	52850716	517206
seqctg_1370	LG0	179350902	180082525	731624
seqctg_1371	LG8	23098556	23769083	670528
seqctg_1372	LG0	180090809	180733992	643184
seqctg_1373	LG0	180743605	181534927	791323
seqctg_1374	LG6	35861643	36854538	992896
seqctg_1375	LG2	94347181	94393080	45900
seqctg_1376	LG2	94397163	95381973	984811
seqctg_1377	LG1	117840055	118412694	572640
seqctg_1378	LG3	76128065	76870629	742565
seqctg_1379	LG1	118414638	118524356	109719
seqctg_1380	LG3	76872534	77180353	307820
seqctg_1381	LG0	181536508	181600639	64132
seqctg_1382	LG4	62113803	62487768	373966
seqctg_1383	LG2	95384659	96022628	637970
seqctg_1384	LG0	181607260	182366210	758951
seqctg_1385	LG4	62494416	62625283	130868
seqctg_1386	LG4	62631797	63269147	637351
seqctg_1387	LG0	182373769	183253647	879879
seqctg_1388	LG0	183257181	183932619	675439
seqctg_1389	LG0	183939895	184359064	419170
seqctg_1390	LG0	184365414	185234493	869080
seqctg_1391	LG3	77182771	77599250	416480
seqctg_1392	LG0	185237406	186234089	996684
seqctg_1393	LG3	77603812	78431730	827919
seqctg_1394	LG1	118531468	119006237	474770
seqctg_1395	LG0	186239790	186953783	713994
seqctg_1396	LG6	36859434	37086797	227364
seqctg_1397	LG4	63277434	63394103	116670
seqctg_1398	LG0	186960835	187219399	258565
seqctg_1399	LG2	96025453	96587861	562409
seqctg_1400	LG0	187229062	188179759	950698
seqctg_1401	LG0	188186529	189125140	938612
seqctg_1402	LG0	189129303	189761662	632360
seqctg_1403	LG0	189763038	189878205	115168
seqctg_1404	LG1	119013957	119035144	21188
seqctg_1405	LG1	119044723	119663938	619216
seqctg_1406	LG2	96591556	96723030	131475
seqctg_1407	LG2	96726969	96972458	245490
seqctg_1408	LG5	52851723	53034446	182724
seqctg_1409	LG0	189878989	189920486	41498
seqctg_1410	LG9	13791860	13902124	110265
seqctg_1411	LG2	96976065	97453934	477870
seqctg_1412	LG0	189927189	190639320	712132
seqctg_1413	LG8	23771158	23796318	25161
seqctg_1414	LG0	190642893	190685590	42698
seqctg_1415	LG1	119672357	120438643	766287
seqctg_1416	LG1	120439032	121317089	878058
seqctg_1417	LG4	63403491	64242955	839465
seqctg_1418	LG2	97455935	98091013	635079
seqctg_1419	LG0	190687802	191157490	469689
seqctg_1420	LG5	53043068	53720608	677541
seqctg_1421	LG5	53722027	54326567	604541
seqctg_1422	LG2	98093713	98849821	756109
seqctg_1423	LG0	191167271	192130624	963354
seqctg_1424	LG7	35480184	35487900	7717
seqctg_1425	LG0	192132612	192306584	173973
seqctg_1426	LG1	121325618	122183713	858096
seqctg_1427	LG0	192312301	193119052	806752
seqctg_1428	LG7	36455322	37246302	790981
seqctg_1429	LG1	122189445	122357364	167920
seqctg_1430	LG4	64249307	64871027	621721
seqctg_1431	LG2	98852612	99293079	440468
seqctg_1432	LG0	193124126	193611122	486997
seqctg_1433	LG0	193613114	194005151	392038
seqctg_1434	LG2	99303060	99330688	27629
seqctg_1435	LG2	99331927	99498480	166554
seqctg_1436	LG0	194008921	194418759	409839
seqctg_1437	LG2	99505608	99865697	360090
seqctg_1438	LG0	194419943	194843336	423394
seqctg_1439	LG4	64876352	65351595	475244
seqctg_1440	LG4	65359856	65508220	148365
seqctg_1441	LG1	122364423	122459663	95241
seqctg_1442	LG7	37249117	37760325	511209
seqctg_1443	LG0	194845565	194998202	152638
seqctg_1444	LG3	78434557	79381119	946563
seqctg_1445	LG6	37094594	37632236	537643
seqctg_1446	LG2	99867645	99978779	111135
seqctg_1447	LG3	79390251	80068909	678659
seqctg_1448	LG0	195004952	195631923	626972
seqctg_1449	LG0	195632698	196490693	857996
seqctg_1450	LG5	54327229	54646638	319410
seqctg_1451	LG0	196496518	196892755	396238
seqctg_1452	LG6	37641930	38027117	385188
seqctg_1453	LG0	196901062	197487644	586583
seqctg_1454	LG6	38027452	38636417	608966
seqctg_1455	LG6	38637823	39401431	763609
seqctg_1456	LG2	99980972	100473976	493005
seqctg_1457	LG6	39407705	40192026	784322
seqctg_1458	LG6	40192852	40802742	609891
seqctg_1459	LG1	122469523	122725581	256059
seqctg_1460	LG2	100477305	100629114	151810
seqctg_1461	LG2	100637411	101209414	572004
seqctg_1462	LG0	197489303	197495147	5845
seqctg_1463	LG0	197503980	198032343	528364
seqctg_1464	LG3	80074799	80507730	432932
seqctg_1465	LG6	40806591	41221505	414915
seqctg_1466	LG0	198037690	198191710	154021
seqctg_1467	LG0	198196094	198511998	315905
seqctg_1468	LG0	198515931	199068499	552569
seqctg_1469	LG2	101214023	101228201	14179
seqctg_1470	LG9	13908203	14181663	273461
seqctg_1471	LG3	80515129	81300622	785494
seqctg_1472	LG1	122730046	123471745	741700
seqctg_1473	LG6	41226223	41939745	713523
seqctg_1474	LG4	65514221	65959122	444902
seqctg_1475	LG1	123477622	123730101	252480
seqctg_1476	LG3	81301434	81529937	228504
seqctg_1477	LG2	101230344	101484692	254349
seqctg_1478	LG0	199071881	199414697	342817
seqctg_1479	LG10	7102593	7600563	497971
seqctg_1480	LG5	54647660	55009510	361851
seqctg_1481	LG5	55012084	55441214	429131
seqctg_1482	LG3	81535609	82105556	569948
seqctg_1483	LG1	123734746	124404491	669746
seqctg_1484	LG1	124413918	125083445	669528
seqctg_1485	LG2	101491896	101509989	18094
seqctg_1486	LG0	199416910	199422211	5302
seqctg_1487	LG6	41949660	42058095	108436
seqctg_1488	LG0	199424218	199736881	312664
seqctg_1489	LG8	23803630	24506062	702433
seqctg_1490	LG2	101511745	102402624	890880
seqctg_1491	LG3	82113912	82934949	821038
seqctg_1492	LG0	199744610	200476928	732319
seqctg_1493	LG0	200485068	200917039	431972
seqctg_1494	LG5	55447982	56127587	679606
seqctg_1495	LG0	200921906	201878081	956176
seqctg_1496	LG1	125083899	125615854	531956
seqctg_1497	LG1	125617051	125861028	243978
seqctg_1498	LG1	125868653	126066527	197875
seqctg_1499	LG1	126072192	126991159	918968
seqctg_1500	LG3	82940063	83523735	583673
seqctg_1501	LG3	83528194	84006479	478286
seqctg_1502	LG3	84011427	84435822	424396
seqctg_1503	LG1	127000058	127746298	746241
seqctg_1504	LG0	201885167	201946243	61077
seqctg_1505	LG3	84438005	84607508	169504
seqctg_1506	LG1	127751169	128558303	807135
seqctg_1507	LG0	201947826	202196243	248418
seqctg_1508	LG5	56132668	56519282	386615
seqctg_1509	LG1	128567588	128626944	59357
seqctg_1510	LG6	42064942	42666421	601480
seqctg_1511	LG2	102408752	103056355	647604
seqctg_1512	LG7	37760589	38178916	418328
seqctg_1513	LG6	42670126	43173136	503011
seqctg_1514	LG5	56522395	57436961	914567
seqctg_1515	LG2	103064509	103596339	531831
seqctg_1516	LG8	24509153	25349951	840799
seqctg_1517	LG3	84610736	84821159	210424
seqctg_1518	LG8	25352128	25982319	630192
seqctg_1519	LG2	103601138	103871257	270120
seqctg_1520	LG9	14183928	14982893	798966
seqctg_1521	LG1	128634332	129432808	798477
seqctg_1522	LG0	202200260	203129990	929731
seqctg_1523	LG3	84828483	85555556	727074
seqctg_1524	LG1	129433542	129918023	484482
seqctg_1525	LG2	103873526	104279398	405873
seqctg_1526	LG0	203137938	203281207	143270
seqctg_1527	LG3	85564131	86010261	446131
seqctg_1528	LG1	129924733	130558705	633973
seqctg_1529	LG7	38185881	38725246	539366
seqctg_1530	LG0	203281453	203930977	649525
seqctg_1531	LG1	130562064	131195290	633227
seqctg_1532	LG8	25984270	26905264	920995
seqctg_1533	LG1	131196540	131224246	27707
seqctg_1534	LG0	203935359	204266607	331249
seqctg_1535	LG1	131224772	131400301	175530
seqctg_1536	LG3	86017251	86726911	709661
seqctg_1537	LG0	204268545	204703758	435214
seqctg_1538	LG1	131409550	131674477	264928
seqctg_1539	LG0	204712794	205275419	562626
seqctg_1540	LG0	205279631	205387667	108037
seqctg_1541	LG0	205387966	205947820	559855
seqctg_1542	LG0	205952457	206143943	191487
seqctg_1543	LG1	131676741	132413508	736768
seqctg_1544	LG3	86730929	86813831	82903
seqctg_1545	LG6	43182170	43666069	483900
seqctg_1546	LG2	104288243	105188094	899852
seqctg_1547	LG4	65966045	66850400	884356
seqctg_1548	LG1	132414196	132495658	81463
seqctg_1549	LG2	105195111	105466744	271634
seqctg_1550	LG1	132498484	132593690	95207
seqctg_1551	LG6	43673875	44549038	875164
seqctg_1552	LG2	105467148	105798375	331228
seqctg_1553	LG3	86814384	86937869	123486
seqctg_1554	LG2	105803811	106330244	526434
seqctg_1555	LG0	206151002	207050799	899798
seqctg_1556	LG0	207059456	207488650	429195
seqctg_1557	LG1	132601496	133505142	903647
seqctg_1558	LG4	66856051	67488527	632477
seqctg_1559	LG1	133506449	134452833	946385
seqctg_1560	LG0	207496521	207883815	387295
seqctg_1561	LG0	207892864	208271609	378746
seqctg_1562	LG4	67489492	67937380	447889
seqctg_1563	LG8	26905942	27837263	931322
seqctg_1564	LG2	106339745	107074327	734583
seqctg_1565	LG0	208274896	208320710	45815
seqctg_1566	LG3	86940954	87054480	113527
seqctg_1567	LG4	67947352	68497361	550010
seqctg_1568	LG0	208325875	209098979	773105
seqctg_1569	LG5	57440919	58106177	665259
seqctg_1570	LG2	107081938	107198043	116106
seqctg_1571	LG2	107204031	108091462	887432
seqctg_1572	LG0	209107760	209273916	166157
seqctg_1573	LG2	108096144	108332524	236381
seqctg_1574	LG1	134462354	135404997	942644
seqctg_1575	LG8	27841067	28506365	665299
seqctg_1576	LG0	209274629	209277434	2806
seqctg_1577	LG0	209278083	209972250	694168
seqctg_1578	LG3	87057497	87865496	808000
seqctg_1579	LG8	28514433	29045127	530695
seqctg_1580	LG0	209976592	210349651	373060
seqctg_1581	LG0	210350973	210624273	273301
seqctg_1582	LG0	210625452	210666537	41086
seqctg_1583	LG1	135414376	135791366	376991
seqctg_1584	LG5	58110976	58641160	530185
seqctg_1585	LG1	135793480	136061278	267799
seqctg_1586	LG0	210671483	210771139	99657
seqctg_1587	LG1	136070301	136332424	262124
seqctg_1588	LG1	136337135	136793854	456720
seqctg_1589	LG6	44549846	44866717	316872
seqctg_1590	LG2	108337354	109289856	952503
seqctg_1591	LG0	210773975	210813045	39071
seqctg_1592	LG7	38727388	38791998	64611
seqctg_1593	LG1	136802506	137086128	283623
seqctg_1594	LG9	14990097	15830603	840507
seqctg_1595	LG8	29054500	29925065	870566
seqctg_1596	LG1	137095555	137619902	524348
seqctg_1597	LG0	210821006	211649767	828762
seqctg_1598	LG9	15835429	16034186	198758
seqctg_1599	LG1	137623573	138260002	636430
seqctg_1600	LG6	44870262	45359864	489603
seqctg_1601	LG3	87872690	88376381	503692
seqctg_1602	LG3	88376627	88470419	93793
seqctg_1603	LG1	138261200	138836824	575625
seqctg_1604	LG1	138838614	139439631	601018
seqctg_1605	LG8	29929182	30099849	170668
seqctg_1606	LG3	88470833	88639025	168193
seqctg_1607	LG0	211658185	212091241	433057
seqctg_1608	LG0	212095941	212637094	541154
seqctg_1609	LG2	109292112	110037779	745668
seqctg_1610	LG1	139449626	140391367	941742
seqctg_1611	LG0	212643633	212736500	92868
seqctg_1612	LG3	88643117	88816318	173202
seqctg_1613	LG0	212738242	212986275	248034
seqctg_1614	LG1	140394241	140681527	287287
seqctg_1615	LG1	140689254	140727568	38315
seqctg_1616	LG3	88819590	89213355	393766
seqctg_1617	LG0	212993981	213424751	430771
seqctg_1618	LG10	7601391	8282562	681172
seqctg_1619	LG1	140737542	141417911	680370
seqctg_1620	LG7	38797107	39212282	415176
seqctg_1621	LG1	141422276	141568300	146025
seqctg_1622	LG2	110042199	110858386	816188
seqctg_1623	LG9	16034703	16078026	43324
seqctg_1624	LG3	89214216	90090079	875864
seqctg_1625	LG1	141571741	141584538	12798
seqctg_1626	LG1	141585042	142218029	632988
seqctg_1627	LG4	68504553	68547780	43228
seqctg_1628	LG2	110863536	111742575	879040
seqctg_1629	LG3	90097916	90668637	570722
seqctg_1630	LG1	142223039	142820187	597149
seqctg_1631	LG2	111747441	112199381	451941
seqctg_1632	LG2	112199508	112481425	281918
seqctg_1633	LG5	58643493	59183910	540418
seqctg_1634	LG0	213433507	214064232	630726
seqctg_1635	LG7	39215243	39253020	37778
seqctg_1636	LG1	142824591	142881131	56541
seqctg_1637	LG0	214070116	215018560	948445
seqctg_1638	LG0	215023205	215775642	752438
seqctg_1639	LG3	90668969	90964927	295959
seqctg_1640	LG0	215779492	215935725	156234
seqctg_1641	LG3	90967796	91576999	609204
seqctg_1642	LG7	40159151	40192925	33775
seqctg_1643	LG0	215945284	216681314	736031
seqctg_1644	LG0	216690462	217193665	503204
seqctg_1645	LG6	45363423	45825901	462479
seqctg_1646	LG7	41098905	41239942	141038
seqctg_1647	LG0	217198132	217531130	332999
seqctg_1648	LG1	142888250	143060370	172121
seqctg_1649	LG9	16084876	16846272	761397
seqctg_1650	LG1	143064072	143734358	670287
seqctg_1651	LG4	68550867	69178220	627354
seqctg_1652	LG0	217531288	217960895	429608
seqctg_1653	LG1	143736325	143756144	19820
seqctg_1654	LG4	69179231	69673429	494199
seqctg_1655	LG3	91580813	91891200	310388
seqctg_1656	LG0	217967828	218057460	89633
seqctg_1657	LG0	218060378	218778008	717631
seqctg_1658	LG4	69674002	69891819	217818
seqctg_1659	LG1	143765506	143933225	167720
seqctg_1660	LG3	91894635	92847029	952395
seqctg_1661	LG0	218782394	219521435	739042
seqctg_1662	LG5	59186976	59228008	41033
seqctg_1663	LG3	92851927	93103793	251867
seqctg_1664	LG4	69899684	70415829	516146
seqctg_1665	LG2	112488879	112794602	305724
seqctg_1666	LG5	59233269	59746916	513648
seqctg_1667	LG8	30104601	31082525	977925
seqctg_1668	LG6	45826917	46032270	205354
seqctg_1669	LG0	219522837	220212981	690145
seqctg_1670	LG0	220219441	221113816	894376
seqctg_1671	LG6	46038378	46958856	920479
seqctg_1672	LG7	41248596	41672703	424108
seqctg_1673	LG3	93108741	93357182	248442
seqctg_1674	LG1	143934662	144831492	896831
seqctg_1675	LG2	112801046	113444219	643174
seqctg_1676	LG4	70417384	70831862	414479
seqctg_1677	LG4	70840425	70990555	150131
seqctg_1678	LG3	93359021	93560096	201076
seqctg_1679	LG0	221121107	221248876	127770
seqctg_1680	LG0	221257605	221387932	130328
seqctg_1681	LG4	70997803	71830818	833016
seqctg_1682	LG1	144836537	145621126	784590
seqctg_1683	LG4	71839498	72670125	830628
seqctg_1684	LG0	221394233	222381905	987673
seqctg_1685	LG2	113452729	114094320	641592
seqctg_1686	LG2	114099586	114747885	648300
seqctg_1687	LG0	222384722	223122091	737370
seqctg_1688	LG9	16850168	17322274	472107
seqctg_1689	LG7	41678796	42150782	471987
seqctg_1690	LG5	59751240	60533041	781802
seqctg_1691	LG9	17330680	17671845	341166
seqctg_1692	LG2	114748434	115439959	691526
seqctg_1693	LG0	223131249	223837067	705819
seqctg_1694	LG4	72679018	72701831	22814
seqctg_1695	LG1	145627122	145711983	84862
seqctg_1696	LG3	93567578	94289290	721713
seqctg_1697	LG0	223838939	224032672	193734
seqctg_1698	LG0	224039471	224153322	113852
seqctg_1699	LG5	60534428	61103274	568847
seqctg_1700	LG2	115447038	115766164	319127
seqctg_1701	LG5	61105573	61358562	252990
seqctg_1702	LG1	145716514	145853929	137416
seqctg_1703	LG1	145854702	146646788	792087
seqctg_1704	LG6	46968590	47009417	40828
seqctg_1705	LG1	146650627	147625405	974779
seqctg_1706	LG1	147629885	148106778	476894
seqctg_1707	LG6	47017541	47097108	79568
seqctg_1708	LG0	224161955	224902383	740429
seqctg_1709	LG0	224906265	225770379	864115
seqctg_1710	LG7	42151805	42807723	655919
seqctg_1711	LG10	8285739	8973983	688245
seqctg_1712	LG0	225774390	226686849	912460
seqctg_1713	LG3	94293649	94510464	216816
seqctg_1714	LG6	47103557	47134238	30682
seqctg_1715	LG1	148107045	148470600	363556
seqctg_1716	LG3	94510676	94887606	376931
seqctg_1717	LG2	115767493	116040015	272523
seqctg_1718	LG0	226693759	227055751	361993
seqctg_1719	LG4	72704640	73071168	366529
seqctg_1720	LG6	47135522	47191378	55857
seqctg_1721	LG1	148479758	148560917	81160
seqctg_1722	LG1	148564935	149171822	606888
seqctg_1723	LG1	149180380	150018554	838175
seqctg_1724	LG1	150025799	151010364	984566
seqctg_1725	LG5	61366181	61813431	447251
seqctg_1726	LG0	227064692	227263986	199295
seqctg_1727	LG5	61815787	62051730	235944
seqctg_1728	LG5	62053180	62591080	537901
seqctg_1729	LG1	151016057	151912496	896440
seqctg_1730	LG0	227264087	227914051	649965
seqctg_1731	LG4	73073917	73116239	42323
seqctg_1732	LG5	62594151	63554470	960320
seqctg_1733	LG2	116046556	116307266	260711
seqctg_1734	LG1	151914318	152445716	531399
seqctg_1735	LG1	152450117	152550039	99923
seqctg_1736	LG6	47197700	48070946	873247
seqctg_1737	LG4	73120485	73579611	459127
seqctg_1738	LG1	152551060	152948794	397735
seqctg_1739	LG0	227916206	228149558	233353
seqctg_1740	LG5	63557562	63954033	396472
seqctg_1741	LG5	63956829	64793670	836842
seqctg_1742	LG3	94893956	95192656	298701
seqctg_1743	LG3	95199719	95434593	234875
seqctg_1744	LG3	95437539	96378406	940868
seqctg_1745	LG0	228150273	228413222	262950
seqctg_1746	LG6	48079177	48682737	603561
seqctg_1747	LG7	42817124	43227245	410122
seqctg_1748	LG2	116316788	116473405	156618
seqctg_1749	LG7	43230005	43466909	236905
seqctg_1750	LG4	73583546	74234677	651132
seqctg_1751	LG3	96381595	96996126	614532
seqctg_1752	LG2	116474204	117149124	674921
seqctg_1753	LG2	117152392	117214042	61651
seqctg_1754	LG5	64802326	65609826	807501
seqctg_1755	LG2	117219507	118129401	909895
seqctg_1756	LG9	17676896	18070035	393140
seqctg_1757	LG1	152951471	153092039	140569
seqctg_1758	LG4	74237417	74249477	12061
seqctg_1759	LG3	97000818	97991932	991115
seqctg_1760	LG5	65610860	66319138	708279
seqctg_1761	LG0	228418529	228588377	169849
seqctg_1762	LG3	98000873	98721678	720806
seqctg_1763	LG0	228590933	229246126	655194
seqctg_1764	LG7	43474634	43557955	83322
seqctg_1765	LG1	153099048	153498382	399335
seqctg_1766	LG4	74252144	74511371	259228
seqctg_1767	LG5	66328791	66967630	638840
seqctg_1768	LG5	66970320	67271154	300835
seqctg_1769	LG6	48684151	49630258	946108
seqctg_1770	LG2	118136544	118553263	416720
seqctg_1771	LG3	98728002	99329293	601292
seqctg_1772	LG1	153503199	153585017	81819
seqctg_1773	LG1	153594842	154496083	901242
seqctg_1774	LG4	74513052	74749250	236199
seqctg_1775	LG7	43559470	44193722	634253
seqctg_1776	LG0	229250860	229731885	481026
seqctg_1777	LG0	229740210	229756510	16301
seqctg_1778	LG1	154499842	155185333	685492
seqctg_1779	LG5	67272990	67283963	10974
seqctg_1780	LG7	44194615	44999274	804660
seqctg_1781	LG8	31088914	31112113	23200
seqctg_1782	LG4	74756836	75214865	458030
seqctg_1783	LG5	67288745	67363882	75138
seqctg_1784	LG0	229759472	230273259	513788
seqctg_1785	LG2	118563057	119371426	808370
seqctg_1786	LG3	99334534	99616589	282056
seqctg_1787	LG5	67373776	67989558	615783
seqctg_1788	LG2	119377490	120306833	929344
seqctg_1789	LG0	230279503	230798628	519126
seqctg_1790	LG1	155189472	155932008	742537
seqctg_1791	LG1	155940296	155948142	7847
seqctg_1792	LG4	75221552	75877327	655776
seqctg_1793	LG7	45007398	45700967	693570
seqctg_1794	LG0	230803654	231595865	792212
seqctg_1795	LG6	49634984	50573227	938244
seqctg_1796	LG1	155951193	156244878	293686
seqctg_1797	LG3	99622464	99879911	257448
seqctg_1798	LG6	50582260	51408476	826217
seqctg_1799	LG0	231599656	231989626	389971
seqctg_1800	LG4	75880634	76458877	578244
seqctg_1801	LG0	231994277	232553987	559711
seqctg_1802	LG0	232555508	233240396	684889
seqctg_1803	LG0	233249542	234131747	882206
seqctg_1804	LG0	234136172	234824244	688073
seqctg_1805	LG0	234827034	234930709	103676
seqctg_1806	LG1	156252405	156385277	132873
seqctg_1807	LG5	67995786	68155351	159566
seqctg_1808	LG2	120307607	120900010	592404
seqctg_1809	LG0	234936179	235519620	583442
seqctg_1810	LG1	156387304	156607709	220406
seqctg_1811	LG1	156617317	157011797	394481
seqctg_1812	LG0	235529620	235913468	383849
seqctg_1813	LG2	120900891	121062027	161137
seqctg_1814	LG2	121068174	121895029	826856
seqctg_1815	LG0	235919287	236158895	239609
seqctg_1816	LG4	76461984	76842227	380244
seqctg_1817	LG0	236161367	237144412	983046
seqctg_1818	LG4	76846902	77037354	190453
seqctg_1819	LG0	237152005	237338224	186220
seqctg_1820	LG2	121900337	122494712	594376
seqctg_1821	LG0	237338750	238331633	992884
seqctg_1822	LG3	99882327	99933828	51502
seqctg_1823	LG7	45707899	46198456	490558
seqctg_1824	LG0	238340558	239333489	992932
seqctg_1825	LG6	51413224	51759201	345978
seqctg_1826	LG3	99936061	100403385	467325
seqctg_1827	LG1	157020392	157382239	361848
seqctg_1828	LG1	157390795	157760219	369425
seqctg_1829	LG1	157761814	158462134	700321
seqctg_1830	LG1	158467287	159084678	617392
seqctg_1831	LG9	18072777	18925661	852885
seqctg_1832	LG2	122498828	122693797	194970
seqctg_1833	LG6	51761855	52349914	588060
seqctg_1834	LG2	122695331	123308797	613467
seqctg_1835	LG3	100408205	100589530	181326
seqctg_1836	LG4	77043520	77498163	454644
seqctg_1837	LG1	159089292	159096142	6851
seqctg_1838	LG2	123316784	123716208	399425
seqctg_1839	LG2	123723227	124695501	972275
seqctg_1840	LG5	68157198	68480770	323573
seqctg_1841	LG0	239339076	239768132	429057
seqctg_1842	LG4	77507579	77551993	44415
seqctg_1843	LG0	239770223	239927148	156926
seqctg_1844	LG0	239930358	240179499	249142
seqctg_1845	LG8	31116426	31674331	557906
seqctg_1846	LG1	159104955	159319865	214911
seqctg_1847	LG1	159326129	159462596	136468
seqctg_1848	LG3	100599020	101475473	876454
seqctg_1849	LG3	101476018	102154058	678041
seqctg_1850	LG2	124700492	125658035	957544
seqctg_1851	LG0	240185348	240845031	659684
seqctg_1852	LG0	240850676	241431388	580713
seqctg_1853	LG10	8976151	9336769	360619
seqctg_1854	LG0	241439447	241467947	28501
seqctg_1855	LG6	52350378	52572869	222492
seqctg_1856	LG0	241469228	242245712	776485
seqctg_1857	LG2	125659203	126218654	559452
seqctg_1858	LG3	102155700	102676964	521265
seqctg_1859	LG10	9342458	9939699	597242
seqctg_1860	LG4	77558138	77846366	288229
seqctg_1861	LG0	242246637	242718552	471916
seqctg_1862	LG2	126224221	127111815	887595
seqctg_1863	LG0	242728292	243316252	587961
seqctg_1864	LG0	243322623	243627601	304979
seqctg_1865	LG5	68488175	69355934	867760
seqctg_1866	LG6	52574453	52821326	246874
seqctg_1867	LG7	46204864	46716547	511684
seqctg_1868	LG8	31681942	32440467	758526
